sinkhole_data
ID,Sinkhole,Land use,Substrate,DTS,DTM,HD,Depth to Bedrock,DTF,DWTSA,DTD
2187,1,3,5,7439.33,18967.4,0,73,15827.1,0,2580.7
2188,1,4,1,7395.59,20919.7,0,74,17563.1,0,626.418
2189,1,3,5,7754.87,19781.8,0,73,16704.6,0,1819.15
2190,1,4,1,9297.92,20310,0,73,18373.3,0,912.414
2191,1,3,3,7630.45,21520.4,-1,70,20257.1,0,1339.63
2192,1,3,3,7969.9,20940.3,-2,71,21412.2,0,189.737
2193,1,3,3,6595.91,21402.3,-1,69,19231.1,0,429.535
2194,1,4,5,8174.11,17395.7,2,63,17848.8,0,2696.16
2195,1,3,1,9773.37,19669.9,1,73,18431.3,0,931.933
2196,1,3,1,7473.85,17751.2,1,67,18978.2,0,1718.14
2197,1,4,1,8855.08,19589.9,0,76,19509.4,0,680.147
2198,1,4,3,8959.51,21734.7,-1,74,21515.9,0,630.714
2199,1,4,3,9351.58,21702.4,-1,77,21891.1,0,1092.02
2200,1,3,3,9084.85,21601.4,0,77,22185.5,0,1170.38
2201,1,4,1,6540,16994.1,2,63,19223.3,0,1739.48
2202,1,4,1,6709.55,18675.8,1,79,20918,0,488.365
2203,1,4,1,5716.16,17498.7,2,64,20540.1,0,480.937
2204,1,4,1,5922.25,18343.3,2,71,21327.6,0,300
2205,1,4,1,6256.21,19459.3,0,74,22512,0,1594.52
2206,1,4,1,7043.87,20280,0,77,22822.9,0,1532.64
2207,1,3,1,7271.77,19766.2,1,80,21743.9,0,502.892
2208,1,4,1,4800,16220.3,3,53,20154.9,0,1382.93
2209,1,3,1,4832.33,16451.7,2,55,20317.1,0,1171.54
2210,1,4,1,4525.53,16613.2,2,54,20772,0,926.121
2211,1,4,1,3607.99,16037.2,2,47,21051.6,0,1288.6
2212,1,4,1,3710.8,17997.2,1,57,23351.8,0,814.985
2213,1,3,3,4236.8,18794.1,1,65,24193.7,0,67.082
2214,1,3,1,3671.42,18219.6,1,60,23824,0,536.656
2215,1,4,3,5431.24,19715,0,68,24187.2,0,241.868
2216,1,4,1,1113.24,15574.3,3,48,22568.5,0,874.643
2217,1,3,3,1804,16942.6,0,58,24374.7,0,975.807
2218,1,3,3,2001.92,17072.6,1,58,24161.8,0,1368.54
2219,1,3,3,2928.5,17876.1,1,61,24301.8,0,600.75
2220,1,3,3,5075.06,20087.5,1,67,25885.3,0,1350
2221,1,4,3,3240.14,17981.8,1,66,25671.6,0,785.175
2222,1,3,1,1602.4,14706.9,3,51,23862.8,0,1358.31
2223,1,4,1,283.019,14621.1,2,50,22733.6,0,690
2224,1,4,1,768.375,14130.8,3,50,23043.5,0,1282.65
2225,1,4,3,952.943,15927.3,1,55,23869.5,0,1557.69
2226,1,4,3,2317.58,15514.2,3,56,24785.3,0,752.396
2227,1,4,3,2486.38,15876,2,59,25309.9,0,360
2228,1,3,3,3186.93,17194.1,0,66,25945.6,0,390
2229,1,3,3,3092.33,17862.7,0,65,25593,0,615.549
2230,1,3,3,3910.83,16116.5,1,68,26826.5,0,1106.35
2231,1,3,1,2421.28,13711.2,5,47,24358.9,0,502.892
2232,1,4,1,1930.52,14349.4,4,49,24031.2,0,600
2233,1,4,3,4941.9,13617.8,4,51,27259,0,523.927
2234,1,3,3,4433.61,12935.8,5,47,26529.6,0,1166.92
2235,1,4,1,2382.12,15032.6,3,53,24656.8,0,1207.85
2236,1,4,3,5952.11,14954.5,3,55,28851.2,0,2018.04
2237,1,4,3,5289.03,15729.7,2,64,28206.8,0,2080.62
2238,1,3,3,5215,15103.6,3,61,28110.4,0,1493.08
2239,1,4,1,4924.48,11260.2,5,43,26248.6,0,276.586
2240,1,3,1,5633.05,11691.3,6,42,27548.7,0,30
2241,1,3,1,5233.6,11449.9,7,43,26929.8,0,284.605
2242,1,4,1,6258,10967,7,39,27993.3,0,725.603
2243,1,4,3,7827.7,11069.3,4,29,29812.8,0,540.833
2244,1,4,3,6649.04,13343.3,4,42,29240.2,0,1026.16
2245,1,4,3,7428.98,10881.9,5,32,29332.3,0,84.8528
2246,1,1,5,17062.4,2392.86,11,48,32845.6,10,134.164
2247,1,2,3,17316,2453.59,11,43,33595.5,4,60
2248,1,4,3,17613.4,2856.31,8,35,34525.4,2,469.574
2249,1,2,3,15856.2,1819.15,9,41,33574.6,1,42.4264
2250,1,2,3,15284.8,750,12,53,32573.8,3,30
2251,1,2,5,18721.9,4806,15,38,34221.2,1,169.706
2252,1,3,5,19607.5,4811.33,10,25,36131.3,1,123.693
2253,1,2,3,17930.4,3061.32,9,36,34428.4,7,323.11
2254,1,3,3,19142.5,4575.07,8,22,36225.4,1,335.41
2255,1,3,5,18663.8,5674.68,14,31,35482.5,2,67.082
2256,1,3,5,18076.7,5094.35,16,31,35325.9,2,30
2257,1,4,5,20291.7,7276.9,12,19,37788.1,2,488.365
2258,1,3,5,20507.2,5716.16,9,20,36798.6,1,1026.16
2259,1,3,5,20871.5,6476.11,12,20,37231.2,1,975.807
2260,1,2,5,16140.4,5067.25,15,21,39343.3,8,120
2261,1,5,1,16933.1,7035.69,-4,10,41375.1,7,1332.22
2262,1,3,5,16357.7,6066.01,-1,16,40447.4,6,375.899
2263,1,1,5,17058,8262.26,-1,7,42157.4,10,169.706
2264,1,4,1,18934,8865.09,0,0,43277.6,1,577.062
2265,1,2,5,18051.2,8356.44,5,3,42659.6,8,182.483
2266,1,2,1,19033.8,8912.02,-1,1,43314.7,3,740.945
2267,1,2,1,8696.12,7880.47,3,27,34278.8,0,0
2268,1,3,1,6790.68,14804,7,27,30232,0,268.328
2269,1,3,1,4943.54,15492.8,7,29,28674.1,0,720
2270,1,4,1,6095.98,14430,7,29,29898.4,0,189.737
2271,1,3,1,8438.96,15718.7,7,27,31467,0,67.082
2272,1,4,1,7368.16,15772.8,7,27,30424.9,0,450.999
2273,1,3,1,7942.52,16087.7,7,27,30967.7,0,424.264
2274,1,3,1,8977.22,13202.7,7,31,32490.9,0,42.4264
2275,1,3,1,9312.38,13455.6,8,31,32652.4,0,0
2276,1,3,1,9225.28,13198.3,8,31,32687,0,0
0,0,1,2,6778.81,17181.4,15,-186,49420.3,4,573.149
1,0,1,5,2504.6,19815.4,28,-93,42466.7,7,426.38
2,0,1,2,5247.51,15628.6,11,-17,33928.7,0,740.945
3,0,1,4,7241.19,24223,31,-92,72608.5,8,1382.93
4,0,1,2,5247.51,15653.3,11,-17,33928.7,0,740.945
5,0,1,2,5610,21177,37,-132,44853.4,5,690
6,0,1,5,9397.47,20936.8,71,-207,49141.7,2,782.304
7,0,1,4,3203.26,26859.8,0,-129,72471.3,1,1081.67
8,0,1,2,6770.5,17181.4,15,-186,49436.2,4,570.789
9,0,1,5,8130.5,13921.2,7,-38,31259.9,0,268.328
10,0,1,5,16781.9,19269.3,-3,-167,78616.7,3,647.611
11,0,1,5,835.703,25794.2,2,-106,70034.7,4,792.023
12,0,1,4,9903.64,21573.3,39,-71,71542.7,6,550.727
13,0,1,5,2788.87,11585.6,6,-163,59605.1,1,785.175
14,0,1,2,1171.54,15938,-10,-29,38040.4,0,258.07
15,0,1,5,9397.47,20936.8,71,-208,49141.7,2,782.304
16,0,1,2,4237.23,15335,10,-16,34926.9,0,456.946
17,0,1,2,7381.34,8275.71,-9,-25,54033.5,2,1060.66
18,0,1,2,1601,15121.9,-18,-59,38827.9,0,517.88
19,0,1,5,16774.5,16911.2,-7,-130,75560.7,3,1291.39
20,0,5,5,4045.44,35718.9,26,-39,78294.9,5,960.469
21,0,2,2,2005.29,17152.9,17,-23,37578.1,0,680.147
22,0,1,2,5247.51,15628.6,11,-17,33928.7,0,740.945
23,0,5,5,1517.89,26448.9,2,-107,70568.6,2,218.403
24,0,1,4,6204.42,28091.4,7,-157,79161.8,4,1221.19
25,0,1,4,13209.7,18158.6,-10,-76,65763.6,0,3086.5
26,0,1,2,6575.41,14523.3,7,-25,32658,0,339.411
27,0,1,5,7916.82,30698.4,26,-27,72059.7,1,0
28,0,1,5,2670,36560.4,32,-74,80669.4,6,1514.63
29,0,1,4,2911.39,3738.46,-8,-320,92190.3,4,692.604
30,0,1,4,11846,19945.4,29,-75,73423,7,590.931
31,0,1,2,8405.25,6940.97,4,-21,39259.3,0,1039.66
32,0,1,2,7950.68,6391.13,-6,-20,39408.7,0,792.023
33,0,1,5,6858,10207.8,15,-32,34564.3,0,84.8528
34,0,1,2,778.267,17533.7,10,-46,39067.3,0,270
35,0,2,5,2300.83,3129.5,6,-13,48883.3,4,750
36,0,1,4,9834.92,21667.9,36,-80,72822.9,6,488.365
37,0,1,5,2504.6,19815.4,28,-93,42466.7,7,426.38
38,0,1,5,14342.8,18575.8,2,-106,75140.6,4,810
39,0,1,2,3945.09,15579.8,11,-16,35228.6,0,150
40,0,4,5,8483,14640.5,5,-38,30762.8,0,120
41,0,5,2,6884.2,12959.2,6,-30,30551.3,0,600
42,0,1,2,7710.93,7385.91,5,-22,39638.7,0,284.605
43,0,5,4,11798.2,19936.7,25,-73,73095.7,8,360
44,0,1,5,4710,17811.6,2,-84,42094.2,28,1336.6
45,0,1,2,1859.52,2333.84,-27,-291,89237.8,2,874.643
46,0,5,5,6124.78,4335.18,-5,-15,42594.1,0,228.473
47,0,1,2,1200,37466.4,22,-68,81024.1,4,212.132
48,0,1,4,4144.78,6482.85,-14,-168,60457.4,4,872.067
49,0,1,5,6612.33,33522.8,49,-27,75697.3,7,590.931
50,0,1,5,3757.55,4765.75,7,-17,50207.9,4,751.798
51,0,1,5,5572.33,12408.6,7,-195,56866.1,2,480.937
52,0,1,5,8813.31,14170.5,11,-44,29800.6,0,182.483
53,0,1,4,5530.75,25993.9,10,-111,72958.5,3,1323.06
54,0,1,2,2490.18,16355.4,-1,-19,36818.9,0,210
55,0,1,2,1983.86,32734.5,-7,-112,77912.9,4,540.833
56,0,1,4,3836.48,540.833,-15,-306,92042,5,510
57,0,1,5,2460,17379.8,25,-96,43323.8,7,270
58,0,1,2,4410,14372.1,27,-18,34044.7,0,474.342
59,0,1,5,550.727,39327.3,-8,-75,82733.3,3,94.8683
60,0,3,5,3585.22,18329.1,-6,-91,41991.1,29,339.411
61,0,5,5,5871.81,10467.6,16,-28,35782.5,0,60
62,0,1,4,9073.3,10272.8,-19,-217,55833.7,2,1039.66
63,0,4,5,2184.03,17122.7,9,-189,54863,13,308.869
64,0,1,2,563.649,38440.9,29,-87,83101.5,7,792.023
65,0,1,5,3420.53,28363.2,7,-135,76385.2,1,563.649
66,0,1,4,6126.03,3155.71,-16,-306,93291.2,4,161.555
67,0,1,5,7459.57,14396.3,5,-32,31807,0,798.812
68,0,1,4,10579.2,20916.3,36,-70,71922.1,6,94.8683
69,0,2,5,4080.44,18952.8,21,-99,42676,8,579.396
70,0,1,2,6793,28184.4,51,-5,69054.7,9,161.555
71,0,3,4,1493.08,2582.79,-8,-174,65883.6,4,848.528
72,0,1,5,13750.5,17716.4,2,-60,70487.8,4,902.497
73,0,1,4,7810.38,21255.7,-8,-78,67039.6,3,551.543
74,0,1,4,8607.7,7481.08,-24,-330,96900.4,5,1576.64
75,0,3,5,1963.11,17473.7,41,-79,42113.4,0,123.693
76,0,1,2,5346.4,12444.1,4,-23,34601,0,330
77,0,2,5,2047.93,16871.5,28,-91,43217.7,0,361.248
78,0,1,5,4962.71,5876.94,3,-16,51614.1,4,976.729
79,0,5,1,17334.3,24005.3,-10,-233,83691.4,0,4391.18
80,0,1,5,15578.8,16800.7,-3,-95,73675.6,3,1667.36
81,0,1,5,2552.82,19791.7,30,-95,42522.1,6,361.248
82,0,1,2,5247.51,15628.6,11,-17,33928.7,0,740.945
83,0,5,5,14135.1,20350,3,-140,77553.6,4,1935.41
84,0,4,4,8998,22470.1,26,-73,71471.6,6,0
85,0,2,2,9452.62,12102.6,-8,-49,54999.2,2,426.38
86,0,1,5,3249.02,35855.7,48,-76,80407.3,6,420
87,0,4,5,4562.47,14171,53,-38,46686.4,5,1536.75
88,0,4,2,296.985,589.406,-19,-58,39162.6,3,1274.56
89,0,1,2,240,1760.82,-18,-65,39618,2,993.63
90,0,1,2,2397.19,11312.9,-14,-42,33129.9,0,283.019
91,0,1,2,1989.3,10126.2,-24,-53,32364.2,0,930
92,0,1,2,3555.35,11424.5,39,-41,37394.3,0,1821.87
93,0,4,3,10380.7,16024.7,35,-123,34104.1,6,1380
94,0,1,2,2490.18,2594.78,-5,-59,37952.3,15,228.473
95,0,4,2,318.904,618.466,-19,-58,39180.7,3,1261.43
96,0,4,2,30,1248.52,-20,-60,38964,1,589.406
97,0,1,2,4729.45,11267.6,3,-23,31008.2,0,30
98,0,1,2,3254,4278.55,-2,-45,35744.9,2,547.449
99,0,5,2,1326.12,4695.55,-17,-18,35235.3,10,474.342
100,0,1,3,9648.86,14294.9,44,-112,34140,5,1060.66
101,0,4,3,6948.74,7380,-10,-64,32198.2,7,1784.43
102,0,5,2,2760.65,6936.49,12,-18,32886,2,859.069
103,0,4,2,295.466,618.466,-19,-58,39156.9,3,1234.38
104,0,1,2,12960.9,2763.91,17,-77,30443.5,0,1244.55
105,0,1,2,3254,4278.55,-2,-45,35744.9,2,547.449
106,0,1,2,2852.37,4512.48,-2,-39,35281.6,2,384.187
107,0,2,3,14820,12002.8,3,-41,24384,1,349.857
108,0,1,2,13712.9,3729.79,-3,-19,25710.4,0,1916.72
109,0,4,2,60,1570.64,-20,-63,39156,2,560.446
110,0,1,5,7534.84,3277.15,42,-72,37174.9,20,1527.94
111,0,4,3,9153.93,9261.26,-3,-56,29688.1,3,1701.56
112,0,1,2,2431.48,5913.73,28,-136,41248,10,540
113,0,2,2,1959.21,8222.68,8,7,31156.7,14,247.386
114,0,5,2,4976.84,15404.6,38,-20,44864.4,4,2428.7
115,0,4,2,180,8445.52,-20,-186,45156.7,13,918.314
116,0,4,2,84.8528,1994.49,-20,-66,39468,3,849.588
117,0,4,2,212.132,579.396,-19,-57,39072.8,3,1209.34
118,0,1,2,2267.73,6826.3,-23,-26,33439.9,0,997.246
119,0,2,2,1194.74,1794.24,-13,-49,37662.6,11,342.053
120,0,2,3,8844.71,11922.4,42,-96,34302.7,17,301.496
121,0,1,2,12791.6,2005.52,8,-68,30457.8,0,531.601
122,0,2,3,15906.4,8863.87,10,-54,24930.8,3,318.904
123,0,2,3,9815.69,14644.1,43,-113,34110,8,999.05
124,0,5,2,1842.01,5023.54,-16,-17,35155.7,11,0
125,0,4,2,30,1733.26,-20,-64,39348,2,715.612
126,0,3,2,2403.93,6560.68,-25,-25,33170.5,0,1123.3
127,0,1,2,1410.32,4742.09,-17,-18,35235.6,10,391.152
128,0,1,2,3254,4278.55,-2,-45,35744.9,2,547.449
129,0,1,2,2143.48,3560.91,1,-66,38094,47,576.281
130,0,1,2,2763.42,2919.73,-4,-60,37791.8,15,366.197
131,0,2,3,9829.98,14627.5,43,-113,34074,8,1039.66
132,0,5,2,2773.66,5581.29,-13,-17,35333.7,5,570.789
133,0,1,2,1410.32,4742.09,-17,-18,35235.6,10,391.152
134,0,4,2,30,469.574,-19,-52,38760.6,8,1127.3
135,0,5,2,2931.57,4147.06,-3,-40,35655.6,2,763.675
136,0,4,2,276.586,626.418,-19,-58,39138.7,3,1247.8
137,0,1,2,1989.3,2874.53,-9,-45,36784.9,17,942.019
138,0,1,3,9525.18,14211.4,46,-112,34254.1,6,980.867
139,0,4,2,8559.89,1651.09,14,4,25458.8,0,540.833
140,0,5,2,1326.12,4695.55,-17,-18,35235.3,10,474.342
141,0,1,2,1452.45,4765.75,-17,-16,35235.9,10,349.857
142,0,4,2,313.209,12314.6,-3,-142,53007.4,18,1106.35
143,0,5,2,3102.21,4195.28,-3,-42,35723.4,2,692.604
144,0,3,3,14964.7,10633.9,7,-54,26022.1,2,593.97
145,0,1,2,5247.86,5285.45,14,-162,50189.4,6,732.393
146,0,4,2,234.307,724.983,-19,-58,39097.8,1,1100.23
147,0,4,2,212.132,579.396,-19,-57,39072.8,3,1209.34
148,0,1,3,12515.2,15591.8,40,-107,31776,11,42.4264
149,0,1,2,3254,4278.55,-2,-45,35744.9,2,547.449
150,0,5,2,2759.02,7219.54,15,-16,32610,8,785.175
151,0,5,2,3111.91,4186.8,-2,-42,35747.1,2,684.105
152,0,1,2,3254,4278.55,-2,-45,35744.9,2,547.449
153,0,4,2,150,1811.22,-18,-65,39270,2,637.809
154,0,4,2,60,1126.1,-19,-59,38832,3,632.851
155,0,2,3,9662.79,14419.5,44,-113,34200,6,942.019
156,0,5,2,818.841,7128.77,-7,5,32113.5,6,335.41
157,0,1,3,12938.5,15232.6,42,-106,31404.1,8,330
158,0,5,2,1392.01,4718.69,-17,-18,35214.3,10,408.044
159,0,1,3,14118.5,7947.45,13,-40,23046.1,3,283.019
160,0,4,2,180,5226.98,-17,-90,41850,4,161.555
161,0,4,5,4562.47,14171,53,-38,46686.4,5,1536.75
162,0,1,2,3254,4278.55,-2,-45,35744.9,2,547.449
163,0,4,2,8559.89,1651.09,14,4,25458.8,0,540.833
164,0,2,3,8202.35,9054.68,10,-77,32879.8,44,210
165,0,4,2,108.167,524.786,-21,-57,38976.4,2,1248.52
166,0,1,2,3580.95,3681.7,0,-64,37669,12,210
167,0,1,2,1760.82,2696.66,-11,-45,36848.3,15,852.76
168,0,4,2,480,5220.34,-13,-90,42108,3,276.586
169,0,1,2,11927.2,3322.56,28,-80,31180.2,0,1604.65
170,0,4,3,10128.1,16182,35,-126,34428,7,1356.65
171,0,1,3,4032.18,4494.2,-9,-40,34596.1,11,902.497
172,0,1,3,14097.4,8575.44,10,-38,22776,1,1047.85
173,0,2,3,15303.4,10253.9,8,-48,25125.1,11,189.737
174,0,1,2,13735.5,3729.79,-1,-19,25717.2,0,1888.09
175,0,2,5,3403.25,29745.5,13,-284,85309.6,5,450
176,0,4,2,169.706,684.763,-20,-58,39037.6,1,1101.45
177,0,4,2,234.307,713.092,-20,-58,39103.4,1,1140.39
178,0,1,2,2485.84,3445.3,-7,-44,36333.9,12,1343.32
179,0,4,2,30,390,-19,-52,38802,8,1148.26
180,0,1,2,3254,4278.55,-2,-45,35744.9,2,547.449
181,0,1,2,4159.09,4452.25,29,-97,44012.1,12,536.656
182,0,4,2,0,390,-19,-52,38826,8,1158.79
183,0,1,3,9664.33,14278.4,44,-110,34104.1,5,1050
184,0,1,3,9583.2,14278,44,-112,34206,6,1006.23
185,0,1,2,3535.04,3879.41,0,-58,37008.3,10,513.517
186,0,5,2,1584.05,4838.28,-17,-17,35194.6,12,216.333
187,0,2,5,5570.72,15443.3,67,-27,46170.7,5,1423.02
188,0,1,5,6128.01,1442.81,37,-87,39040.1,37,391.152
189,0,1,3,8820.82,9613.96,13,-78,32175.9,45,127.279
190,0,1,3,9597.23,14294.6,44,-112,34218,6,967.471
191,0,1,2,3111.91,3896.31,-3,-48,36284.5,6,750.6
192,0,1,2,3254,4278.55,-2,-45,35744.9,2,547.449
193,0,4,2,234.307,607.454,-19,-57,39096.7,3,1235.48
194,0,1,2,1712.1,3164.25,-2,-66,38336.8,3,150
195,0,4,2,67.082,1888.09,-19,-65,39552,2,918.314
196,0,1,3,6169.36,6619.13,-8,-63,32952.5,5,1905.18
197,0,4,2,123.693,1989.3,-20,-65,39402,4,787.464
198,0,1,2,2397.19,11312.9,-14,-42,33129.9,0,283.019
199,0,3,2,2947.03,4360.33,-25,-25,31196.4,0,1410.32
200,0,4,2,30,1733.26,-20,-64,39348,2,715.612
201,0,5,2,1284.06,4666.23,-17,-18,35235.2,10,516.14
202,0,4,2,254.558,597.746,-19,-58,39114.8,3,1221.19
203,0,1,2,4764.24,4797.19,11,-168,50274.3,14,330
204,0,4,2,108.167,228.473,-19,-55,38976,2,1480.98
205,0,1,3,11764.6,4986.23,13,-50,20789.1,22,0
206,0,2,3,13448.1,11280.2,22,-63,23208,38,30
207,0,1,3,6623.14,17110,-14,-111,24735.7,6,973.499
208,0,1,3,10849.1,3421.84,16,-58,19698,43,84.8528
209,0,5,3,11141.5,3717.22,24,-57,20010,46,161.555
210,0,2,3,8747.35,2707.49,42,-61,17771.4,90,212.132
211,0,1,5,7260.06,18955.4,12,-190,8064.14,0,2176.81
212,0,1,3,8688.2,926.121,16,-71,17166,29,394.588
213,0,1,3,8891.39,17379.4,13,-110,27720.8,22,0
214,0,5,3,14483.4,6738.52,19,-63,22824,8,833.547
215,0,1,3,8870.77,17347.5,13,-110,27696.9,22,0
216,0,2,3,10256.4,3782.98,14,-54,19281.2,6,108.167
217,0,1,3,11764.6,4986.23,13,-50,20789.1,22,0
218,0,1,3,9736.88,17032,16,-111,28092,10,496.588
219,0,4,3,7729.82,21203.4,54,-114,32983.2,1,1442.81
220,0,1,3,11659.4,4002.16,23,-69,19512.1,44,228.473
221,0,1,3,10359.1,16335.5,23,-104,27780.1,6,247.386
222,0,5,3,15512.1,7731.22,19,-66,23388.1,8,284.605
223,0,5,3,15982.1,8237.77,19,-68,23742,23,30
224,0,1,3,13621.3,11100,23,-63,23034,47,150
225,0,1,3,13255.8,5460.08,16,-63,21474,12,0
226,0,2,5,3472.23,34955.1,-2,-14,62660.3,0,247.386
227,0,1,2,9838.54,12168.3,11,-44,24518.2,0,737.902
228,0,1,5,1080,22443.6,11,28,31879.5,0,536.656
229,0,1,5,11180.7,7881.95,12,7,29046.6,0,30
230,0,4,2,17060.4,7085.4,33,62,10707.3,0,30
231,0,1,5,10121.4,15749.3,8,-11,47960,0,174.929
232,0,1,3,14114,2891.54,-1,-1,39422.4,0,0
233,0,1,5,11128.5,20111.2,17,20,33545.8,0,210
234,0,2,5,1860,16557.6,13,18,28515.2,0,331.361
235,0,5,5,1090.37,4306.33,18,-31,38326.1,7,123.693
236,0,5,4,10967.2,12971.4,20,15,23892.5,0,30
237,0,1,4,11887,13721.8,15,14,23151.7,0,42.4264
238,0,5,3,8919.64,8480.03,2,-1,44174.9,0,212.132
239,0,4,5,11625.5,13114.6,16,14,23759.1,0,271.662
240,0,1,5,5105.64,8670.36,18,-25,36230.1,0,123.693
241,0,1,3,12067.3,5478.84,-6,-1,41936.1,0,84.8528
242,0,1,5,2250,13862.5,10,-4,39651.5,0,30
243,0,1,3,3414.34,14792.5,10,-3,47509.2,0,256.32
244,0,1,4,12227.8,3140.7,3,-1,38215.6,0,84.8528
245,0,1,4,7331.61,10113.6,6,0,44630.6,0,120
246,0,1,5,6675.72,26524.2,8,19,45737.4,0,150
247,0,1,2,13737.9,9626.82,42,21,18922.9,0,60
248,0,1,3,9311.03,8048.06,1,-2,43243,0,30
249,0,1,5,1168.46,32352.5,2,-4,61024.7,0,150
250,0,1,2,8885.52,11696,38,18,21872.4,0,30
251,0,1,5,4202.68,10987.1,20,-15,44140.4,5,174.929
252,0,1,3,4751.76,13266.7,7,1,46296.3,0,189.737
253,0,1,4,7272.14,10441.2,5,0,44356.7,0,127.279
254,0,1,4,7272.14,10441.2,5,0,44356.7,0,127.279
255,0,1,3,13434.7,2390.98,7,1,35034.1,0,563.649
256,0,1,5,403.609,2684.12,35,-34,37159.5,8,517.88
257,0,1,3,9284.5,8096.94,1,-2,43293.6,0,0
258,0,1,5,9646.85,11359.2,8,-52,28671,0,210
259,0,2,5,12130.6,17353.2,13,14,40974.3,0,492.037
260,0,2,2,13859.7,7565.95,38,56,7673.49,0,1812.46
261,0,1,2,7467.29,12786.4,37,17,22889.7,0,134.164
262,0,1,5,11769.8,10997.3,9,11,25949.5,0,30
263,0,1,2,228.473,1552.19,9,-33,37558.9,7,394.588
264,0,3,5,3947.82,16294.1,9,22,24732.5,0,60
265,0,1,4,12230.5,3107.57,3,0,38199.5,0,108.167
266,0,1,4,10267.3,6246.05,13,5,30618,0,42.4264
267,0,1,5,6535.87,9794.94,15,-22,37389.8,0,67.082
268,0,1,4,7130.79,10485.6,-1,0,44549.9,0,30
269,0,4,4,10644.9,12775.4,22,15,24095.1,0,150
270,0,1,5,10972.7,15946.5,14,8,40136.9,0,420
271,0,1,2,6407.44,9149.16,12,40,9559.6,0,268.328
272,0,1,2,10256.4,8968.95,25,27,18750,0,465.725
273,0,5,4,11026.7,13003,20,15,23860.3,0,42.4264
274,0,2,5,3472.23,34955.1,-2,-14,62660.3,0,247.386
275,0,1,5,1200,22423.6,13,28,31713.6,0,611.882
276,0,1,5,7046.62,25125.8,14,5,30475.4,0,134.164
277,0,3,2,11112.5,8748.74,34,72,4296.29,0,296.985
278,0,1,5,11565.2,9791.31,7,10,27164.4,0,0
279,0,1,3,4987.04,12634.8,3,3,46370.1,0,150
280,0,1,5,12198.1,19382.2,11,25,39883.9,0,509.117
281,0,1,5,7505.1,13604,13,-7,46101,3,60
282,0,1,5,10993.7,15966.8,14,9,40187.5,0,465.725
283,0,1,5,4629.73,8554.84,13,-19,47935.4,4,134.164
284,0,1,5,5035.89,19963.6,4,26,26578.3,0,60
285,0,5,5,10616.1,15803.9,15,6,40754.8,0,823.772
286,0,1,2,9392.44,10195.2,30,20,20303.8,0,67.082
287,0,1,5,8802.07,12331.5,10,-48,31154.5,0,543.323
288,0,5,5,3713.83,7466.63,22,-29,35441.2,20,216.333
289,0,1,2,9307.98,12135.5,10,-41,24102.7,0,658.635
290,0,5,3,19269.5,9951.91,0,-6,32086.3,0,2016.26
291,0,1,5,4031.18,8587.86,15,-18,47092.6,4,700.357
292,0,1,5,9889.81,8525.54,-1,9,28326.7,0,30
293,0,1,3,14129.7,2984.36,-1,-1,39511.6,0,30
294,0,1,5,8625.67,12777.1,17,-13,38646.1,0,300
295,0,1,5,10067.9,7438.06,0,-5,41899.7,0,67.082
296,0,1,5,1719.19,23539.6,15,-26,54084.9,0,192.094
297,0,1,3,14161.1,3066.46,-1,-1,39578.3,0,42.4264
298,0,1,4,10202.5,7396.38,1,-5,42037.4,0,152.971
299,0,1,4,10415.9,13025,23,15,23862.8,0,0
300,0,1,5,6982.33,13440.5,24,-7,45214.9,5,318.904
301,0,2,5,14891.4,20303.5,16,40,20846.2,0,997.246
302,0,1,5,10075.2,14988.3,15,1,40056.3,0,700.357
303,0,1,4,5044.64,13038.7,3,-1,45191.9,0,84.8528
304,0,1,3,3960.57,13494.6,1,2,47511.2,0,763.675
305,0,1,5,16763.3,12993.7,15,3,25481.3,0,534.135
306,0,1,2,1572.93,33135.9,-2,-28,62982.4,0,690
307,0,1,4,5047.23,13302,4,-1,45633.7,0,284.605
308,0,1,5,14527.7,11520.4,12,7,26106,0,212.132
309,0,1,5,6672.29,26570.8,8,19,45762.6,0,134.164
310,0,1,2,6024.25,33144,3,-22,66185.4,0,94.8683
311,0,1,3,4559.7,12998.3,9,4,46818.8,0,371.079
312,0,1,4,12227.8,3137.4,3,-1,38215.6,0,84.8528
313,0,1,2,10143.6,32657.2,5,-38,71443,0,1012.03
314,0,5,4,7995.32,9482.52,9,-2,44011.7,0,108.167
315,0,1,4,10713.4,3838.59,3,3,33057,0,60
316,0,1,2,8301.71,11109.3,-10,-33,52819.5,3,284.605
317,0,5,5,5440.18,9205.31,11,-23,36258.3,0,0
318,0,3,5,2760,18203.4,8,23,28793.6,0,189.737
319,0,4,4,10644.9,12760.2,22,15,24095.1,0,150
320,0,1,2,6090.07,30029.4,43,-16,67430.1,0,666.108
321,0,1,4,10619.7,12734.3,22,15,24136.5,0,123.693
322,0,1,4,9674.71,12639.1,30,15,24288.8,0,134.164
323,0,1,5,9261.06,15824.5,16,22,32967.4,0,174.929
324,0,1,4,11005.5,12936.2,20,15,23927,0,0
325,0,1,5,6451.05,11094.5,16,-21,39769.1,0,0
326,0,1,5,1724.67,22283.6,39,-25,52677,0,420
327,0,1,5,1724.67,22283.6,39,-25,52677,0,420
328,0,1,4,8234.66,8618.83,0,-13,41145.9,0,60
329,0,2,4,10409,5326.16,6,-2,38512.8,0,94.8683
